Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Box type (product.metafields.shopify.box-type),Color (product.metafields.shopify.color-pattern),Features (product.metafields.shopify.features),Fit type (product.metafields.shopify.fit-type),Hardware mounting type (product.metafields.shopify.hardware-mounting-type),Item condition (product.metafields.shopify.item-condition),Item material (product.metafields.shopify.item-material),Manufacturer type (product.metafields.shopify.manufacturer-type),Material (product.metafields.shopify.material),Mount material (product.metafields.shopify.mount-material),Organizer type (product.metafields.shopify.organizer-type),Vehicle drive/handling features (product.metafields.shopify.vehicle-drive-handling-features),Vehicle type (product.metafields.shopify.vehicle-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
billet-aluminum-side-mirror,,,,,,,,,"1.50""",,,SILVER,,,,,1)246 1)246-3S 1)142-B,453.59237,,0,deny,manual,156.67,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/red-mirror2.png?v=1710123446,2,BILLET ALUMINUM SIDE MIRROR  AJK Offroad   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/mirrordone.png?v=1710123473,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"1.50""",,,WHITE,,,,,1)246 1)246-3W 1)142-B,907.18474,,0,deny,manual,156.67,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/blue-mirror3.png?v=1710123446,3,BILLET ALUMINUM SIDE MIRROR  AJK Offroad   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/white-mirror1.png?v=1710123446,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"1.50""",,,NONE,,,,,1)246 1)142-B,907.18474,,0,deny,manual,141.06,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/yellow-mirror3.png?v=1710123446,4,BILLET ALUMINUM SIDE MIRROR  AJK Offroad   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/mirror1.png?v=1710123477,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"1.50""",,,YELLOW,,,,,1)246 1)246-3Y 1)142-B,907.18474,,0,deny,manual,156.67,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/white-mirror1.png?v=1710123446,5,"BILLET ALUMINUM SIDE MIRROR  AJK Offroad 2.00"" WHITE ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/yellow-mirror1.png?v=1710123453,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"1.50""",,,BLUE,,,,,1)246 1)246-3BL 1)142-B,907.18474,,0,deny,manual,156.67,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/red-mirror3.png?v=1710123453,6,"BILLET ALUMINUM SIDE MIRROR  AJK Offroad 2.00"" RED ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/blue-mirror2.png?v=1710123453,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"1.50""",,,RED,,,,,1)246 1)246-3R 1)142-B,907.18474,,0,deny,manual,156.67,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/blue-mirror2.png?v=1710123453,7,"BILLET ALUMINUM SIDE MIRROR  AJK Offroad 2.00"" BLUE ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/red-mirror1.png?v=1710123453,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"1.50""",,,RAW ALUMINUM,,,,,1)246 1)246-3 1)142-B,907.18474,,0,deny,manual,156.67,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/yellow-mirror1.png?v=1710123453,8,"BILLET ALUMINUM SIDE MIRROR  AJK Offroad 2.00"" YELLOW ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/mirror-clear.png?v=1710123477,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"1.75""",,,ORANGE,,,,,1)246 1)246-3O 1)143-B,37353.33167,,0,deny,manual,156.67,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/white-mirror3.png?v=1710123453,9,BILLET ALUMINUM SIDE MIRROR  AJK Offroad   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/Mirror-orange-1.png?v=1710123473,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"1.75""",,,SILVER,,,,,1)246 1)246-3S 1)143-B,907.18474,,0,deny,manual,156.67,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/red-mirror1.png?v=1710123453,10,"BILLET ALUMINUM SIDE MIRROR  AJK Offroad 1.875"" RED ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/mirrordone.png?v=1710123473,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"1.75""",,,WHITE,,,,,1)246 1)246-3W 1)143-B,907.18474,,-2,deny,manual,156.67,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/Orange-Mirror-2-1.png?v=1710123460,11,BILLET ALUMINUM SIDE MIRROR  AJK Offroad   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/white-mirror1.png?v=1710123446,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"1.75""",,,NONE,,,,,1)246 1)143-B,907.18474,,0,deny,manual,141.06,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/blue-mirror1.png?v=1710123460,12,BILLET ALUMINUM SIDE MIRROR  AJK Offroad   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/mirror1.png?v=1710123477,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"1.75""",,,YELLOW,,,,,1)246 1)246-3Y 1)143-B,907.18474,,0,deny,manual,156.67,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/yellow-mirror2.png?v=1710123460,13,"BILLET ALUMINUM SIDE MIRROR  AJK Offroad 1.875"" YELLOW ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/yellow-mirror1.png?v=1710123453,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"1.75""",,,BLUE,,,,,1)246 1)246-3BL 1)143-B,907.18474,,0,deny,manual,156.67,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/black-mirror2.png?v=1710123460,14,BILLET ALUMINUM SIDE MIRROR  AJK Offroad   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/blue-mirror2.png?v=1710123453,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"1.75""",,,RED,,,,,1)246 1)246-3R 1)143-B,907.18474,,0,deny,manual,156.67,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/black-mirror1.png?v=1710123460,15,BILLET ALUMINUM SIDE MIRROR  AJK Offroad   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/red-mirror1.png?v=1710123453,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"1.75""",,,RAW ALUMINUM,,,,,1)246 1)246-3 1)143-B,907.18474,,-1,deny,manual,156.67,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/mirror-mirror.png?v=1710123466,16,BILLET ALUMINUM SIDE MIRROR  AJK Offroad   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/mirror-clear.png?v=1710123477,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"1.875""",,,ORANGE,,,,,1)246 1)246-3O 1)231-B,907.18474,,0,deny,manual,156.67,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/black-mirror4.png?v=1710123466,17,BILLET ALUMINUM SIDE MIRROR  AJK Offroad   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/Mirror-orange-1.png?v=1710123473,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"1.875""",,,SILVER,,,,,1)246 1)246-3S 1)231-B,907.18474,,0,deny,manual,156.67,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/black-mirror3.png?v=1710123466,18,BILLET ALUMINUM SIDE MIRROR  AJK Offroad   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/mirrordone3.png?v=1710123473,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"1.875""",,,WHITE,,,,,1)246 1)246-3W 1)231-B,907.18474,,0,deny,manual,156.67,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/mirror-ram1.png?v=1710123466,19,BILLET ALUMINUM SIDE MIRROR  AJK Offroad   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/white-mirror1.png?v=1710123446,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"1.875""",,,NONE,,,,,1)246 1)231-B,907.18474,,0,deny,manual,141.06,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/mirror-ram3.png?v=1710123466,20,BILLET ALUMINUM SIDE MIRROR  AJK Offroad   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/mirror1.png?v=1710123477,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"1.875""",,,YELLOW,,,,,1)246 1)246-3Y 1)231-B,907.18474,,0,deny,manual,156.67,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/mirror-ram2.png?v=1710123473,21,BILLET ALUMINUM SIDE MIRROR  AJK Offroad   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/yellow-mirror2.png?v=1710123460,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"1.875""",,,BLUE,,,,,1)246 1)246-3BL 1)231-B,907.18474,,0,deny,manual,156.67,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/mirror4.png?v=1710123473,22,BILLET ALUMINUM SIDE MIRROR  AJK Offroad   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/blue-mirror2.png?v=1710123453,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"1.875""",,,RED,,,,,1)246 1)246-3R 1)231-B,907.18474,,-3,deny,manual,156.67,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/Mirror-orange-1.png?v=1710123473,23,"BILLET ALUMINUM SIDE MIRROR  AJK Offroad 2.00"" ORANGE ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/red-mirror1.png?v=1710123453,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"1.875""",,,RAW ALUMINUM,,,,,1)246 1)246-3 1)231-B,907.18474,,0,deny,manual,156.67,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/mirrordone3.png?v=1710123473,24,"BILLET ALUMINUM SIDE MIRROR  AJK Offroad 2.00"" SILVER ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/mirror-clear.png?v=1710123477,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"2.00""",,,ORANGE,,,,,1)246 1)246-30 1)144-B,907.18474,,0,deny,manual,156.67,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/mirrordone.png?v=1710123473,25,"BILLET ALUMINUM SIDE MIRROR  AJK Offroad 1.75"" SILVER ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/Mirror-orange-1.png?v=1710123473,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"2.00""",,,SILVER,,,,,1)246 1)246-3S 1)144-B,907.18474,,0,deny,manual,156.67,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/mirror1.png?v=1710123477,26,"BILLET ALUMINUM SIDE MIRROR  AJK Offroad 2.00"" NONE ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/mirrordone3.png?v=1710123473,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"2.00""",,,WHITE,,,,,1)246 1)246-3W 1)144-B,907.18474,,0,deny,manual,156.67,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/mirror-clear.png?v=1710123477,27,"BILLET ALUMINUM SIDE MIRROR  AJK Offroad 2.00"" RAW ALUMINUM ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/white-mirror1.png?v=1710123446,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"2.00""",,,NONE,,,,,1)246 1)144-B,907.18474,,0,deny,manual,141.06,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/mirror1.png?v=1710123477,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"2.00""",,,YELLOW,,,,,1)246 1)246-3Y 1)144-B,907.18474,,0,deny,manual,156.67,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/yellow-mirror1.png?v=1710123453,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"2.00""",,,BLUE,,,,,1)246 1)246-3BL 1)144-B,907.18474,,-2,deny,manual,156.67,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/blue-mirror2.png?v=1710123453,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"2.00""",,,RED,,,,,1)246 1)246-3R 1)144-B,907.18474,,-3,deny,manual,156.67,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/red-mirror3.png?v=1710123453,lb,,,
billet-aluminum-side-mirror,,,,,,,,,"2.00""",,,RAW ALUMINUM,,,,,1)246 1)246-3 1)144-B,907.18474,,0,deny,manual,156.67,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/mirror-clear.png?v=1710123477,lb,,,
honda-talon-swinging-bed-extender-tailgate,Honda Talon Swinging Bed Extender/Tailgate,"<p><img class=""alignnone size-full wp-image-484"" src=""https://cdn.shopify.com/s/files/1/0682/5603/9143/files/madeinusa.webp?v=1711118973"" alt=""made in the usa"" width=""168"" height=""168""></p>
<ul>
<li style=""font-weight: 400;"">Fits the Honda Talon  2 or 4 seater</li>
<li>Swings to the passenger side</li>
<li>Powder coated black</li>
<li style=""font-weight: 400;"">Heavy duty construction</li>
<li>T Handle Latch</li> </ul> <div class=""shortdescriptionbottom""></div><!-- split -->
<p>AJK Offroad has designed a swinging bed extender/tailgate for the Honda Talon.  Our swinging bed extender/tailgate clamps around the stock rollcage and swings to the passenger side.  This Tailgate is made from 1.50"" diameter DOM tubing with a wall thickness of .095"".  Each swinging tailgate is powder coated black.  This uses our tube hinge as the hinge point and uses a rubber T handle to hold it closed.</p>
<p>Comes with all the necessary hardware to install.</p>",AJK Offroad,Uncategorized,,"bed extender, tailgate, talon tailgate, woo_import_1",FALSE,2 Or 4 Seater,2 Seater,,,,,,,,200289-2s,9071.8474,,-1,deny,manual,608.48,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/IMG_0618-rotated.jpg?v=1710123437,1,Honda Talon Swinging Bed Extender/Tailgate  AJK Offroad 4 Seater  ,FALSE,,,,,,,,,,,,,,,'1,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/IMG_0618-rotated.jpg?v=1710123437,lb,,,draft
honda-talon-swinging-bed-extender-tailgate,,,,,,,,,4 Seater,,,,,,,,200289-4S,9071.8474,,0,deny,manual,608.48,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/IMG_0619-rotated.jpg?v=1710123437,2,Honda Talon Swinging Bed Extender/Tailgate  AJK Offroad   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/IMG_0618-rotated.jpg?v=1710123437,lb,,,
honda-talon-swinging-bed-extender-tailgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/IMG_0617-rotated.jpg?v=1710123437,3,Honda Talon Swinging Bed Extender/Tailgate  AJK Offroad   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda-talon-swinging-bed-extender-tailgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/IMG_0616-rotated.jpg?v=1710123437,4,Honda Talon Swinging Bed Extender/Tailgate  AJK Offroad   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda-talon-swinging-bed-extender-tailgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/IMG_0613-rotated.jpg?v=1710123437,5,Honda Talon Swinging Bed Extender/Tailgate  AJK Offroad   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda-talon-spare-tire-carrier,Honda Talon Spare Tire Carrier,"<p><img class=""alignnone size-full wp-image-484"" src=""https://cdn.shopify.com/s/files/1/0682/5603/9143/files/madeinusa.webp?v=1711118973"" alt=""made in the usa"" width=""168"" height=""168""></p>
<ul>
<li style=""font-weight: 400;"">Fits stock cage</li>
<li style=""font-weight: 400;"">Made from 1.50″ Dom tubing</li>
<li style=""font-weight: 400;"">Heavy Duty</li>
<li>All Hardware is supplied</li>
<li style=""font-weight: 400;"">Sold individually</li>
<li><strong>ONLY FITS 4 SEAT MODELS</strong></li> </ul> <div class=""shortdescriptionbottom""></div><!-- split -->
<p><strong>THIS WILL ONLY WORK ON THE 4 SEAT VERSION.</strong></p>
<p><strong>WE ARE WORKING ON A 2 SEAT VERSION</strong></p>
<p>SKU #200273</p>
<p>We have designed this Honda Talon Spare Tire Carrier to handle a 35"" tire. This will bolt directly to the stock roll cage.  The spare tire carrier clamps to the back roll cage pillar and uses a gas shock to help lift the tire.  It is hinged in two different spots and uses two spring loaded locking pins.  Each hinge has a locking spring pin.  The locking spring pin allows the spare tire carrier to stay in three different positions.  With this spare tire hinging it allows you to have access to your bed and still carrier a spare tire.   This spare tire carrier uses a ""Y"" strap to hold your spare tire on the carrier.</p>
<p> </p>
<p><strong>IT IS NOT RECOMMENDED TO TRAVEL WITH THE TIRE IN THE UP POSITION. </strong></p>
<p><strong>THIS WILL ONLY WORK ON THE FOUR SEAT VERSIONS.  WE ARE WORKING ON A TWO SEAT VERSION.</strong></p>",AJK Offroad,Uncategorized,,woo_import_1,FALSE,2 Or 4 Seats,4 SEATS,,&Quot;Y&Quot; Strap,YES,,,,,1)273 1)300200,22679.6185,,0,deny,manual,729.98,729.98,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/IMG_0622-rotated.jpg?v=1710123429,1,Honda Talon Spare Tire Carrier  AJK Offroad   ,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/IMG_0620-rotated.jpg?v=1710123429,lb,,,draft
honda-talon-spare-tire-carrier,,,,,,,,,4 SEATS,,,NO,,,,,'200273,22679.6185,,0,deny,manual,699.98,699.98,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/IMG_0624-rotated.jpg?v=1710123429,2,Honda Talon Spare Tire Carrier  AJK Offroad   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/IMG_0620-rotated.jpg?v=1710123429,lb,,,
honda-talon-spare-tire-carrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/IMG_0623-rotated.jpg?v=1710123429,3,Honda Talon Spare Tire Carrier  AJK Offroad   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda-talon-spare-tire-carrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/IMG_0620-rotated.jpg?v=1710123429,4,Honda Talon Spare Tire Carrier  AJK Offroad 4 SEATS YES ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda-talon-spare-tire-carrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/IMG_0625-rotated.jpg?v=1710123429,5,Honda Talon Spare Tire Carrier  AJK Offroad   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda-talon-lower-doors,Honda Talon Lower Doors,"<p><span style=""font-weight: 400;""><img class=""alignnone size-full wp-image-484"" src=""https://cdn.shopify.com/s/files/1/0682/5603/9143/files/madeinusa.webp?v=1711118973"" alt=""made in the usa"" width=""168"" height=""168""><br>
</span></p>
<ul>
<li>Do not need to cut factory doors</li>
<li><strong>.125 Thick Aluminum</strong></li>
<li>CNC Laser cut</li>
<li>Powder coated black</li>
<li>All Hardware is supplied</li>
<li>2 or 4 door available</li> </ul> <div class=""shortdescriptionbottom""></div><!-- split -->
<p>AJK Offroad has designed our Honda Talon Lower Doors to bolt directly to your factory doors.  With our lower doors you do not need to cut the factory doors.  You simply drill a couple holes in the bottom of your factory door and use the supplied hardware and bolt our doors to the factory doors.  Our lower doors are CNC laser cut from<strong> .125 thick</strong> aluminum and then powder coated black.  Before you order another brand of door ask them how thick there doors are.</p>
<p>For these lower doors, we also offer custom made <a href=""http://ajkoffroad.com/shop/honda-talon-door-bags/""><strong>door bags</strong></a>. Our door bags bolt on to the back of our doors to make accesible and secure storage.</p>",AJK Offroad,Uncategorized,,"doors, Honda Talon, lower doors, talon lower doors, woo_import_1",TRUE,Front Or Back Doors,Front,,,,,,,,1)274 1)275,2267.96185,shopify,99,continue,manual,122.76,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/IMG_0655-1.jpg?v=1710123421,1,Honda Talon Lower Doors  AJK Offroad Both  ,FALSE,,,,,,,,,,,,,,,'12,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/IMG_0655-1.jpg?v=1710123421,lb,,,active
honda-talon-lower-doors,,,,,,,,,Back,,,,,,,,1)276 1)277,2267.96185,shopify,100,continue,manual,122.76,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/IMG_0659-rotated.jpg?v=1710123421,2,Honda Talon Lower Doors  AJK Offroad   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/IMG_0655-1.jpg?v=1710123421,lb,,,
honda-talon-lower-doors,,,,,,,,,Both,,,,,,,,1)274 1)275 1)276 1)277,4535.9237,shopify,100,continue,manual,245.52,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/IMG_0658-rotated.jpg?v=1710123421,3,Honda Talon Lower Doors  AJK Offroad   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/IMG_0655-1.jpg?v=1710123421,lb,,,
honda-talon-lower-doors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/IMG_0651-rotated.jpg?v=1710123421,4,Honda Talon Lower Doors  AJK Offroad   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honda-talon-lower-doors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/products/IMG_0650-rotated.jpg?v=1710123421,5,Honda Talon Lower Doors  AJK Offroad   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
