Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Included / United States,Price / United States,Compare At Price / United States,Status
2016–2018-Can-Am-Maverick-1000-Front-Right,2016–2018 Can-Am Maverick 1000 Front Right Rugged Performance Axle,Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3029,0,shopify,5,deny,manual,169,169,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/Rugged_Performance_OE_Axles.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
2016–2023-Can-Am-Defender-HD8/HD10/Max-HD10/Max-HD8/HD5/HD9-Front-Right,2016–2023 Can-Am Defender HD8/HD10/Max HD10/Max HD8/HD5/HD9 Front Right Rugged Performance Axle,Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3030,0,shopify,5,deny,manual,179,179,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-3030.jpg?v=1757089371,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2016–2023-Can-Am-Defender-HD8/HD10/Max-HD10/Max-HD8/HD5/HD9-Front-Left,-Front-left","2016–2023 Can-Am Defender HD8/HD10/Max HD10/Max HD8/HD5/HD9 Front Left, Front left Rugged Performance Axle",Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3031,0,shopify,5,deny,manual,179,179,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-3031.jpg?v=1757089372,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2016–2020-Can-Am-Commander-800/1000/Max-1000/Max-800-Rear-Left,-Rear-Right","2016–2020 Can-Am Commander 800/1000/Max 1000/Max 800 Rear Left, Rear Right Rugged Performance Axle",Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3032,0,shopify,5,deny,manual,179,179,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-3032.jpg?v=1750884021,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
2017–2021-Can-Am-Maverick-X3/X3-Max-Front-Left,2017–2021 Can-Am Maverick X3/X3 Max Front Left Rugged Performance Axle,Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3035,0,shopify,0,deny,manual,179,179,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-3035.jpg?v=1757089371,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
2017–2021-Can-Am-Maverick-X3/X3-Max-Front-Right,2017–2021 Can-Am Maverick X3/X3 Max Front Right Rugged Performance Axle,Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3036,0,shopify,5,deny,manual,179,179,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-3036.jpg?v=1757089372,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2017–2023-Can-Am-Maverick-X3/X3-Max-Rear-Left,-Rear-Right","2017–2023 Can-Am Maverick X3/X3 Max Rear Left, Rear Right Rugged Performance Axle",Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3037,0,shopify,5,deny,manual,179,179,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-3037.jpg?v=1757089371,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
2017–2021-Can-Am-Maverick-X3/X3-Max-Front-Left,2017–2021 Can-Am Maverick X3/X3 Max Front Left Rugged Performance Axle,Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3038,0,shopify,5,deny,manual,179,179,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-3038.jpg?v=1757089371,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
2017–2021-Can-Am-Maverick-X3/X3-Max-Front-Right,2017–2021 Can-Am Maverick X3/X3 Max Front Right Rugged Performance Axle,Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3039,0,shopify,5,deny,manual,185,185,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-3039.jpg?v=1757089371,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2017–2025-Can-Am-Maverick-X3/X3-Max-Rear-Left,-Rear-Right","2017–2025 Can-Am Maverick X3/X3 Max Rear Left, Rear Right Rugged Performance Axle",Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3040,0,shopify,5,deny,manual,185,185,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-3040.jpg?v=1757089371,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2016–2019-Can-Am-Defender-HD8/HD10/Max-HD10/Max-HD8-Rear-Left,-Rear-Right","2016–2019 Can-Am Defender HD8/HD10/Max HD10/Max HD8 Rear Left, Rear Right Rugged Performance Axle",Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3041,0,shopify,5,deny,manual,189,189,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-3041.jpg?v=1757089373,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2017–2025-Can-Am-Maverick-X3/X3-Max-Front-Left,-Front-Right","2017–2025 Can-Am Maverick X3/X3 Max Front Left, Front Right Rugged Performance Axle",Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3046,0,shopify,5,deny,manual,219,219,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/Rugged_Performance_OE_Axles.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2016–2018-Can-Am-Maverick-1000-Rear-Left,-Rear-Right","2016–2018 Can-Am Maverick 1000 Rear Left, Rear Right Rugged Performance Axle",Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3051,0,shopify,5,deny,manual,199,199,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-3051.jpg?v=1656526877,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2018–2021-Can-Am-Maverick-Trail-1000/Trail-800-Rear-Left,-Rear-Right","2018–2021 Can-Am Maverick Trail 1000/Trail 800 Rear Left, Rear Right Rugged Performance Axle",Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3052,0,shopify,0,deny,manual,179,179,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/Rugged_Performance_OE_Axles.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2019–2021-Can-Am-Maverick-Sport-1000/Sport-Max-1000,-Commander-1000/Max-1000-Rear-Left,-Rear-Right","2019–2021 Can-Am Maverick Sport 1000/Sport Max 1000, Commander 1000/Max 1000 Rear Left, Rear Right Rugged Performance Axle",Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3053,0,shopify,5,deny,manual,199,199,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/Rugged_Performance_OE_Axles.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2016–2023-Can-Am-Maverick-Sport-1000/Sport-Max-1000,-Commander-1000/Max-1000-Front-Left,-Front-Right,-Rear-Left,-Rear-Right","2016–2023 Can-Am Maverick Sport 1000/Sport Max 1000, Commander 1000/Max 1000 Front Left, Front Right, Rear Left, Rear Right Rugged Performance Axle",Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3054,0,shopify,5,deny,manual,199,199,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-3054.jpg?v=1757105223,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2016–2023-Can-Am-Maverick-Sport-1000/Sport-Max-1000,-Commander-1000/Max-1000-Front-Left,-Front-Right,-Rear-Left,-Rear-Right","2016–2023 Can-Am Maverick Sport 1000/Sport Max 1000, Commander 1000/Max 1000 Front Left, Front Right, Rear Left, Rear Right Rugged Performance Axle",Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3055,0,shopify,5,deny,manual,199,199,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-3055.jpg?v=1757105154,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
#N/A,"2018–2024 Can-Am Defender HD10/Max HD10 XMR, Limited Edition Front Left, Front Right Rugged Performance Axle",Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,#N/A,,TRUE,Title,Default Title,,,,,,,,PAXL-3058,0,shopify,0,deny,manual,199,199,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/Rugged_Performance_OE_Axles.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2018–2019-Can-Am-Defender-HD8/HD10/Max-HD10-XT-CAB-Front-Left,-Front-left","2018–2019 Can-Am Defender HD8/HD10/Max HD10 XT CAB Front Left, Front left Rugged Performance Axle",Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3059,0,shopify,0,deny,manual,199,199,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/Rugged_Performance_OE_Axles.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2018–2019-Can-Am-Defender-HD8/HD10/Max-HD10-XT-CAB-Front-Left,-Front-left","2018–2019 Can-Am Defender HD8/HD10/Max HD10 XT CAB Front Left, Front left Rugged Performance Axle",Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3060,0,shopify,0,deny,manual,199,199,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/Rugged_Performance_OE_Axles.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2017–2019-Can-Am-Defender-HD10/HD8/Max-HD10-XT-CAB-Rear-Left,-Rear-Right","2017–2019 Can-Am Defender HD10/HD8/Max HD10 XT CAB Rear Left, Rear Right Rugged Performance Axle",Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3061,0,shopify,0,deny,manual,189,189,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/Rugged_Performance_OE_Axles.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2019–2025-Can-Am-Outlander-1000/570/650/850/1000-Max/570-Max/650-Max/850-Max,-Renegade-1000/570/850/650-Front-Left","2019–2025 Can-Am Outlander 1000/570/650/850/1000 Max/570 Max/650 Max/850 Max, Renegade 1000/570/850/650 Front Left Rugged Performance Axle",Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3062,0,shopify,5,deny,manual,199,199,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-3062.jpg?v=1757105024,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2019–2025-Can-Am-Outlander-1000/570/650/850/1000-Max/570-Max/650-Max/850-Max,-Renegade-1000/570/850/650-Front-Right","2019–2025 Can-Am Outlander 1000/570/650/850/1000 Max/570 Max/650 Max/850 Max, Renegade 1000/570/850/650 Front Right Rugged Performance Axle",Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3063,0,shopify,5,deny,manual,179,179,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/Rugged_Performance_OE_Axles.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2019–2025-Can-Am-Outlander-1000/570/650/850/1000-Max/570-Max/650-Max/850-Max,-Renegade-1000/570/850/650-Rear-Left","2019–2025 Can-Am Outlander 1000/570/650/850/1000 Max/570 Max/650 Max/850 Max, Renegade 1000/570/850/650 Rear Left Rugged Performance Axle",Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3064,0,shopify,5,deny,manual,219,219,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/Rugged_Performance_OE_Axles.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2019–2025-Can-Am-Outlander-1000/570/650/850/1000-Max/570-Max/650-Max/850-Max,-Renegade-1000/570/850/650-Rear-Right","2019–2025 Can-Am Outlander 1000/570/650/850/1000 Max/570 Max/650 Max/850 Max, Renegade 1000/570/850/650 Rear Right Rugged Performance Axle",Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3065,0,shopify,5,deny,manual,199,199,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/Rugged_Performance_OE_Axles.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2018–2024-Can-Am-Defender-HD10/Max-HD10-XMR,-Limited-Edition-Front-Left,-Front-Right","2018–2024 Can-Am Defender HD10/Max HD10 XMR, Limited Edition Front Left, Front Right Rugged Performance Axle",Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3066,0,shopify,5,deny,manual,219,219,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/Rugged_Performance_OE_Axles.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2018–2024-Defender-HD10/Max-HD10-XMR,-Limited-Edition,Pro-HD8/HD9-CAB-Rear-Left,-Rear-Right","2018–2024 Defender HD10/Max HD10 XMR, Limited Edition,Pro HD8/HD9 CAB Rear Left, Rear Right Rugged Performance Axle",Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3067,0,shopify,0,deny,manual,229,229,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/Rugged_Performance_OE_Axles.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2011–2022-Can-Am-Outlander-800/1000/500/650/1000-Max/500-Max/650-Max/800-Max/450-Max/570/570-Max/850/850-Max/450,-Renegade-500/800/1000/570/850-Front-Left","2011–2022 Can-Am Outlander 800/1000/500/650/1000 Max/500 Max/650 Max/800 Max/450 Max/570/570 Max/850/850 Max/450, Renegade 500/800/1000/570/850 Front Left Rugged Performance Axle",Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3070,0,shopify,5,deny,manual,179,179,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/Rugged_Performance_OE_Axles.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2006–2022-Can-Am-Outlander-650/800/800-Max/1000/570/1000-Max/500-Max/500/650-Max/450-Max/570-Max/850/850-Max/450,-Renegade-500/800/1000/570/850-Front-Right","2006–2022 Can-Am Outlander 650/800/800 Max/1000/570/1000 Max/500 Max/500/650 Max/450 Max/570 Max/850/850 Max/450, Renegade 500/800/1000/570/850 Front Right Rugged Performance Axle",Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3071,0,shopify,5,deny,manual,179,179,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/Rugged_Performance_OE_Axles.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2015–2018-Can-Am-Outlander-800/1000/650/850,-Renegade-1000/570-Rear-Right","2015–2018 Can-Am Outlander 800/1000/650/850, Renegade 1000/570 Rear Right Rugged Performance Axle",Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3072,0,shopify,5,deny,manual,219,219,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/Rugged_Performance_OE_Axles.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2015–2018-Can-Am-Outlander-650/800/1000/850,-Renegade-1000/570-Rear-Left","2015–2018 Can-Am Outlander 650/800/1000/850, Renegade 1000/570 Rear Left Rugged Performance Axle",Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3073,0,shopify,5,deny,manual,219,219,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/Rugged_Performance_OE_Axles.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
2018–2021-Can-Am-Maverick-Trail-1000/Trail-800-Front-Right,2018–2021 Can-Am Maverick Trail 1000/Trail 800 Front Right Rugged Performance Axle,Rugged axles are packed with high quality moly grease to provide maximum lubrication and sealed with heavy duty neoprene boots and stainless-steel clamps. Every Rugged axle is backed with a 1-year manufacturer’s warranty. Available for wide range of fitments to fit ATV & UTV vehicles. These are the best price point replacements to ensure you are never left out on the trail!!!!,Demon Powersports,,Performance Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3076,0,shopify,0,deny,manual,179,179,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/Rugged_Performance_OE_Axles.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
