Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Fare Freight Package Type (product.metafields.app--65750532097--fare_freight.package_type),Height (product.metafields.next_cart.height),Length (product.metafields.next_cart.length),Width (product.metafields.next_cart.width),Color (product.metafields.shopify.color-pattern),Features (product.metafields.shopify.features),Fit type (product.metafields.shopify.fit-type),Item condition (product.metafields.shopify.item-condition),Item material (product.metafields.shopify.item-material),Manufacturer type (product.metafields.shopify.manufacturer-type),Material (product.metafields.shopify.material),Vehicle seating features (product.metafields.shopify.vehicle-seating-features),Vehicle type (product.metafields.shopify.vehicle-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / Canada,Price / Canada,Compare At Price / Canada,Status
can-am-defender-rear-raised-bed-rack,,,,,,,,,Square Tube Rack (+ $199),,,None (Standard),,,,,CRB1-2-,63502.9318,,0,deny,manual,1049,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Can-Am_Defender_Rear_Bed_Rack_for_Decoys__14196.png?v=1737045828,2,Can-Am Defender Rear Raised Bed Rack,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
can-am-defender-rear-raised-bed-rack,,,,,,,,,Flat Top/No Rack (Standard),,,"Package 1: 10"" Rear Light Bar (+ $149)",,,,,CRB1-1-1,63502.9318,,0,deny,manual,1049,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Can-Am_Defender_Rear_Rack_for_Duck_Hunting_by_Ranch_Armor__25214.png?v=1737045828,3,Can-Am Defender Rear Raised Bed Rack,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
can-am-defender-rear-raised-bed-rack,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $299),,,None (Standard),,,,,CRB1-3-,63502.9318,,-2,deny,manual,1049,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Duck_Hunting_Decoy_Rack_for_Can-Am_Defender__34396.png?v=1737045828,4,Can-Am Defender Rear Raised Bed Rack,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
can-am-defender-rear-raised-bed-rack,,,,,,,,,Square Tube Rack (+ $199),,,"Package 1: 10"" Rear Light Bar (+ $149)",,,,,CRB1-2-1,63502.9318,,0,deny,manual,1049,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_UTV_Accesories_Can-Am_Defender_Crew_Metal_Add_ons__82232.jpg?v=1737045828,5,Can-Am Defender Rear Raised Bed Rack,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
can-am-defender-rear-raised-bed-rack,,,,,,,,,Flat Top/No Rack (Standard),,,"Package 2: 10"" Rear Light, 10"" Side Lights (+ $399)",,,,,CRB1-1-2,63502.9318,,0,deny,manual,1049,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_UTV_Duck_Rear_Bed_Rack_for_Decoy_Ducks_Hunting___24944.png?v=1737045828,6,Can-Am Defender Rear Raised Bed Rack,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
can-am-defender-rear-raised-bed-rack,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $299),,,"Package 1: 10"" Rear Light Bar (+ $149)",,,,,CRB1-3-1,63502.9318,,0,deny,manual,1049,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Can-Am_Defender_Max_Limited_Outfit_Ranch_Armor_UTV_Hunting_Accessories__50375.jpg?v=1737045828,7,Can-Am Defender Rear Raised Bed Rack,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
can-am-defender-rear-raised-bed-rack,,,,,,,,,Square Tube Rack (+ $199),,,"Package 2: 10"" Rear Light, 10"" Side Lights (+ $399)",,,,,CRB1-2-2,63502.9318,,0,deny,manual,1049,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_UTV_Metal_Accessories_and_Outfit_Can-Am_Defender_Limited__73522.jpg?v=1737045828,8,Can-Am Defender Rear Raised Bed Rack,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
can-am-defender-rear-raised-bed-rack,,,,,,,,,Flat Top/No Rack (Standard),,,"Package 2 Elusive: 15"" Rear Light, 15"" Side Lights (+ $649)",,,,,CRB1-1-2E,63502.9318,,0,deny,manual,1049,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Rear_Bed_Rack_For_Duck_Hunting_Decoys___00597.png?v=1737045828,9,Can-Am Defender Rear Raised Bed Rack,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
can-am-defender-rear-raised-bed-rack,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $299),,,"Package 2: 10"" Rear Light, 10"" Side Lights (+ $399)",,,,,CRB1-3-2,63502.9318,,0,deny,manual,1049,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_Roof_and_Rear_Bed_Rack_Combination___97501.png?v=1737045828,10,Can-Am Defender Rear Raised Bed Rack,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
can-am-defender-rear-raised-bed-rack,,,,,,,,,Square Tube Rack (+ $199),,,"Package 2 Elusive: 15"" Rear Light, 15"" Side Lights (+ $649)",,,,,CRB1-2-2E,63502.9318,,0,deny,manual,1049,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Can-Am_Defender_Rear_Raised_Duck_Bed_Rack__12227.jpg?v=1737045828,11,Can-Am Defender Rear Raised Bed Rack,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
can-am-defender-rear-raised-bed-rack,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $299),,,"Package 2 Elusive: 15"" Rear Light, 15"" Side Lights (+ $649)",,,,,CRB1-3-2E,63502.9318,,-2,deny,manual,1049,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Can-Am_Defender_Rear_Raised_Bed_Rack_Waterfowl_Storage_Top__01316.jpg?v=1737045828,12,Can-Am Defender Rear Raised Bed Rack,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
can-am-defender-rear-raised-bed-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Can-Am_Defender_Rear_Bed_Cargo_Covered_Rack_by_Ranch_Armor__74141.jpg?v=1737045828,13,Can-Am Defender Rear Raised Bed Rack,,,,,,,,,,,,,,,,,,,,,,,,,,,
can-am-defender-rear-raised-bed-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Can-Am_Defender_Rear_Bed_Rack_Raised_Filling_Feeders__63857.jpg?v=1737045828,14,Can-Am Defender Rear Raised Bed Rack,,,,,,,,,,,,,,,,,,,,,,,,,,,
can-am-defender-rear-raised-bed-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_Rear_Can-Am_Raised_Bed_Rack_Cargo_Holder__17368.jpg?v=1737045828,15,Can-Am Defender Rear Raised Bed Rack,,,,,,,,,,,,,,,,,,,,,,,,,,,
kawasaki-mule-pro-fxt-dxt-ultra-extended-top-overhangs-over-bed,Kawasaki Mule Pro FXT/DXT Ultra Extended Top Overhangs Over Bed,"<h3><span style=""text-decoration: underline;"">Install Guide:</span></h3>
<p><a href=""https://www.youtube.com/watch?v=lu4_mWuvYvA"" title=""Kawasaki Mule Pro FXT/DXT/FX/FX &amp; FXR Metal Top Install Guide""><b>Kawasaki Mule Pro Metal Top Install Guide</b></a></p>",Ranch Armor,Uncategorized,,"kawasaki-mule-pro-fxt-utv-accessories, steel-roofs, utv-roofs-metal-tops-steel-aluminum-polaris-kawasaki-can-am-yamaha-john-deere-roxor",TRUE,Roof Rack Type,Flat Top/No Rack (standard),,Lighting & Audio Package,No lights or audio (standard),,,,,KR3U-1-,136077.711,,0,deny,manual,2099,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_Ultra_Extended_one_piece_metal_Kawasaki_mule_pro_roof__22621.jpg?v=1737045823,1,Kawasaki Mule Pro FXT/DXT Ultra Extended Top Overhangs Over Bed,FALSE,,,,,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
kawasaki-mule-pro-fxt-dxt-ultra-extended-top-overhangs-over-bed,,,,,,,,,Square Tube Rack (+ $249),,,No lights or audio (standard),,,,,KR3U-2-,136077.711,,0,deny,manual,2348,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_Metal_Roof_Kawasaki_Mule_Ultra_Top___46208.png?v=1737045823,2,Kawasaki Mule Pro FXT/DXT Ultra Extended Top Overhangs Over Bed,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-dxt-ultra-extended-top-overhangs-over-bed,,,,,,,,,Flat Top/No Rack (standard),,,Pkg 1: Control Box Only (Large) Use Your Own Lights (+399),,,,,KR3U-1-1,136077.711,,0,deny,manual,2498,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Kawasaki_Mule_Pro_FXT_Metal_Ultra_Extended_Top___09445.jpg?v=1737045823,3,Kawasaki Mule Pro FXT/DXT Ultra Extended Top Overhangs Over Bed,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-dxt-ultra-extended-top-overhangs-over-bed,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,No lights or audio (standard),,,,,KR3U-3-,136077.711,,0,deny,manual,2498,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Kawasaki_Mule_Pro_FXT_Ultra_Top_Extends_over_bed__81553.png?v=1737045823,4,Kawasaki Mule Pro FXT/DXT Ultra Extended Top Overhangs Over Bed,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-dxt-ultra-extended-top-overhangs-over-bed,,,,,,,,,Square Tube Rack (+ $249),,,Pkg 1: Control Box Only (Large) Use Your Own Lights (+399),,,,,KR3U-2-1,136077.711,,0,deny,manual,2747,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_Kawasaki_Mule_PRO_FXT_Large_Roof_hangs_over_bed__39158.png?v=1737045823,5,Kawasaki Mule Pro FXT/DXT Ultra Extended Top Overhangs Over Bed,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-dxt-ultra-extended-top-overhangs-over-bed,,,,,,,,,Flat Top/No Rack (standard),,,"Pkg 2: Switch Box (Dome, Outlets), 30"" Single Row Front, Rear Pods (+ $699)",,,,,KR3U-1-2,136077.711,,0,deny,manual,2798,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Kawasaki_Mule_PRO_FXT_Ranch_Armor_roof_ultra_top_with_bed_dump___86457.png?v=1737045823,6,Kawasaki Mule Pro FXT/DXT Ultra Extended Top Overhangs Over Bed,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-dxt-ultra-extended-top-overhangs-over-bed,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,Pkg 1: Control Box Only (Large) Use Your Own Lights (+399),,,,,KR3U-3-1,136077.711,,0,deny,manual,2897,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_Kawasaki_Mule_Pro_FXT_Metal_Roof_extends_over_bed__45557.png?v=1737045823,7,Kawasaki Mule Pro FXT/DXT Ultra Extended Top Overhangs Over Bed,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-dxt-ultra-extended-top-overhangs-over-bed,,,,,,,,,Square Tube Rack (+ $249),,,"Pkg 2: Switch Box (Dome, Outlets), 30"" Single Row Front, Rear Pods (+ $699)",,,,,KR3U-2-2,136077.711,,0,deny,manual,3047,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_Top_Package_4_Wetsounds_Conrol_Box___70113.jpg?v=1737045822,8,Kawasaki Mule Pro FXT/DXT Ultra Extended Top Overhangs Over Bed,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-dxt-ultra-extended-top-overhangs-over-bed,,,,,,,,,Flat Top/No Rack (standard),,,"Pkg 3: Hi-power Switch Box (2x Dome, Outlets), 50"" Front, 10"" Side Lights, Rear Pods (+ $1099)",,,,,KR3U-1-3,136077.711,,0,deny,manual,3198,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_Package_4_Wetsounds_Top_Option_Control_Box__56303.jpg?v=1737045822,9,Kawasaki Mule Pro FXT/DXT Ultra Extended Top Overhangs Over Bed,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-dxt-ultra-extended-top-overhangs-over-bed,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,"Pkg 2: Switch Box (Dome, Outlets), 30"" Single Row Front, Rear Pods (+ $699)",,,,,KR3U-3-2,136077.711,,0,deny,manual,3197,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_Wetsounds_Stealth_Bar_Package_4__73640.jpg?v=1737045822,10,Kawasaki Mule Pro FXT/DXT Ultra Extended Top Overhangs Over Bed,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-dxt-ultra-extended-top-overhangs-over-bed,,,,,,,,,Square Tube Rack (+ $249),,,"Pkg 3: Hi-power Switch Box (2x Dome, Outlets), 50"" Front, 10"" Side Lights, Rear Pods (+ $1099)",,,,,KR3U-2-3,136077.711,,0,deny,manual,3447,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_Wetsounds_Control_Box_with_Cover__78379.jpg?v=1737045822,11,Kawasaki Mule Pro FXT/DXT Ultra Extended Top Overhangs Over Bed,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-dxt-ultra-extended-top-overhangs-over-bed,,,,,,,,,Flat Top/No Rack (standard),,,Pkg 4: Everything in Pkg 3. Plus Wetsounds Head Unit & Sound Bar (+$1948),,,,,KR3U-1-4,136077.711,,0,deny,manual,4047,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Kawasaki_Mule_Pro_Power_Kit__30741.jpg?v=1737045822,12,Kawasaki Mule Pro FXT/DXT Ultra Extended Top Overhangs Over Bed,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-dxt-ultra-extended-top-overhangs-over-bed,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,"Pkg 3: Hi-power Switch Box (2x Dome, Outlets), 50"" Front, 10"" Side Lights, Rear Pods (+ $1099)",,,,,KR3U-3-3,136077.711,,0,deny,manual,3597,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-dxt-ultra-extended-top-overhangs-over-bed,,,,,,,,,Square Tube Rack (+ $249),,,Pkg 4: Everything in Pkg 3. Plus Wetsounds Head Unit & Sound Bar (+$1948),,,,,KR3U-2-4,136077.711,,0,deny,manual,4296,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-dxt-ultra-extended-top-overhangs-over-bed,,,,,,,,,Flat Top/No Rack (standard),,,"Elusive Wildlife Pkg 3: Front 50"" Green/White, Side 15"" Green/White, Rear 15"" Green/White (+ $1499)",,,,,KR3U-1-3E,136077.711,,0,deny,manual,3598,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-dxt-ultra-extended-top-overhangs-over-bed,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,Pkg 4: Everything in Pkg 3. Plus Wetsounds Head Unit & Sound Bar (+$1948),,,,,KR3U-3-4,136077.711,,0,deny,manual,4446,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-dxt-ultra-extended-top-overhangs-over-bed,,,,,,,,,Square Tube Rack (+ $249),,,"Elusive Wildlife Pkg 3: Front 50"" Green/White, Side 15"" Green/White, Rear 15"" Green/White (+ $1499)",,,,,KR3U-2-3E,136077.711,,0,deny,manual,3847,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-dxt-ultra-extended-top-overhangs-over-bed,,,,,,,,,Flat Top/No Rack (standard),,,Elusive Wildlife Pkg 4: Everything in Elusive Wildlife Pkg 3. Plus Wetsounds Head Unit & Sound Bar (+$2349),,,,,KR3U-1-4E,136077.711,,0,deny,manual,4448,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-dxt-ultra-extended-top-overhangs-over-bed,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,"Elusive Wildlife Pkg 3: Front 50"" Green/White, Side 15"" Green/White, Rear 15"" Green/White (+ $1499)",,,,,KR3U-3-3E,136077.711,,0,deny,manual,3997,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-dxt-ultra-extended-top-overhangs-over-bed,,,,,,,,,Square Tube Rack (+ $249),,,Elusive Wildlife Pkg 4: Everything in Elusive Wildlife Pkg 3. Plus Wetsounds Head Unit & Sound Bar (+$2349),,,,,KR3U-2-4E,136077.711,,0,deny,manual,4697,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-dxt-ultra-extended-top-overhangs-over-bed,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,Elusive Wildlife Pkg 4: Everything in Elusive Wildlife Pkg 3. Plus Wetsounds Head Unit & Sound Bar (+$2349),,,,,KR3U-3-4E,136077.711,,0,deny,manual,4847,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
for-sale-2021-can-am-defender-crew-max-project-camouflage,FOR SALE - 2021 Can-Am Defender Crew Max - Project CAMOUFLAGE,<p>Type a description for this product here...</p>,My Store,,,utvs-for-sale-hunting-rigs-outfits,TRUE,Title,Default Title,,,,,,,,,907184.74,,0,deny,manual,53900,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/CAN-AM_DEFENDER_CREW_MAX_FOR_SALE-_PROJECT_CAMOUFLAGE__94562.png?v=1737045818,1,FOR SALE - 2021 Can-Am Defender Crew Max - Project CAMOUFLAGE,FALSE,,,,,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
for-sale-2021-can-am-defender-crew-max-project-camouflage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/UTV_Can-Am_Defender_Crew_Max_For_Sale_By_Ranch_Armor__04426.png?v=1737045818,2,FOR SALE - 2021 Can-Am Defender Crew Max - Project CAMOUFLAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,
for-sale-2021-can-am-defender-crew-max-project-camouflage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Can-Am_Defender_Max_with_dessert_tan_For_sale__04383.png?v=1737045818,3,FOR SALE - 2021 Can-Am Defender Crew Max - Project CAMOUFLAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,
for-sale-2021-can-am-defender-crew-max-project-camouflage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_Dessert_Tan_Aluminum_Flat_for_Can-Am_Defender__59263.png?v=1737045818,4,FOR SALE - 2021 Can-Am Defender Crew Max - Project CAMOUFLAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,
for-sale-2021-can-am-defender-crew-max-project-camouflage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_UTV_Can-Am_Defender_with_Flatbed_for_Sale___72088.png?v=1737045818,5,FOR SALE - 2021 Can-Am Defender Crew Max - Project CAMOUFLAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,
polaris-ranger-aluminum-flatbed,Polaris Ranger Aluminum Flatbed,"<p>Ranch Armor brings you the first production flatbed for the Polaris Ranger. Convert your Ranger into the ultimate work horse that will be sure to turn heads no matter where you are. Robust construction featuring: one-piece laser cut and pressed tread plate floor, single-piece 2"" bent tube headache rack, side rub/tie down rails, integrated LED tail lights, functional hitch, dump-capable (for maintenance/washing), and utilizes factory bed latch system with additional safety locks/latches to secure your new bed. </p>
<h3>
<span><span>Polaris Ranger Flatbed Specifications:</span></span> </h3>
<ul>
<li>TIG Welded construction. No spool guns here, only the highest quality fit and finish will do. </li>
<li>Laser Cut and CNC Pressed/Bent</li>
<li>Hitch Included</li>
<li>4x LED Lights </li>
<li>2"" Tie-down rails </li>
<li>Semi-Textured powder coat standard</li>
<li>Lifetime warranty on construction</li>
</ul>
<h4>Polaris Ranger Flatbed Compatibility: </h4>
<ul>
<li>100% compatible with all: 2014+ model Polaris Ranger 570, 900, 1000 <span style=""text-decoration: underline;"">FULL-SIZE</span> PRO-FIT Frames</li>
<li>If you have a full-size ROUND Tube Frame, please contact us directly for ordering. </li>
</ul>",Ranch Armor,Uncategorized,,"polaris-utv-ranger-accessories, utv-flat-beds-can-am-polaris-kawasaki",TRUE,Bed Length,4 Foot (standard),,Bed Rails - Side Racks,None (standard),,Integrated Rear 120 Pound Feeder,None (standard),,PFB1-1,63502.9318,,0,deny,manual,4299,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Rear_High_seat_with_hoist_on_Polaris_Ranger_1000_Aluminum_Flatedbed.jpg?v=1764089787,1,Rear High seat with hoist on Polaris Ranger 1000 Aluminum Flatedbed,FALSE,Polaris Ranger Aluminum Flat Bed by Ranch Armor,Ranch Armor brings the UTV market the first and only production flat bed line for the Polaris Ranger. Quality and strength is behind every detail of our flat beds. ,,,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
polaris-ranger-aluminum-flatbed,,,,,,,,,4 Foot (standard),,,None (standard),,,Add (+ $2000),,,63502.9318,,0,deny,manual,6299,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_UTV_Aluminum_Rear_Flat_Bed__02911.png?v=1764089730,2,Polaris Ranger Aluminum Flatbed,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-aluminum-flatbed,,,,,,,,,4 Foot (standard),,,Add 4 Foot Side Rails (+ $950),,,None (standard),,PFB1-2,63502.9318,,0,deny,manual,5249,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Polaris_Ranger_1000_flat_bed___00537.png?v=1764089730,3,Polaris Ranger Aluminum Flatbed,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-aluminum-flatbed,,,,,,,,,4 Foot (standard),,,Add 4 Foot Side Rails (+ $950),,,Add (+ $2000),,,63502.9318,,0,deny,manual,7249,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Polaris_900_1000_Fltedbed_by_Ranch_Armor__66289.jpg?v=1764089730,4,Polaris Ranger Aluminum Flatbed,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-aluminum-flatbed,,,,,,,,,4 Foot (standard),,,Add 5 Foot Side Rails (+ $1250),,,None (standard),,,63502.9318,,0,deny,manual,5549,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Polaris_Aluminum_Flatbed_by_Ranch_Armor__64972.jpg?v=1764089730,5,Polaris Ranger Aluminum Flatbed,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-aluminum-flatbed,,,,,,,,,4 Foot (standard),,,Add 5 Foot Side Rails (+ $1250),,,Add (+ $2000),,,63502.9318,,0,deny,manual,7549,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_Polaris_Ranger_Aluminum_Flat_Bed__75850.png?v=1764089730,6,Polaris Ranger Aluminum Flatbed,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-aluminum-flatbed,,,,,,,,,5 Foot (+ $1000),,,None (standard),,,None (standard),,,63502.9318,,-2,deny,manual,5299,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Polaris_Ranger_1000_5_foot_aluminum_flatbed_by_Ranch_Armor.jpg?v=1764089506,7,Polaris Ranger 1000 5 foot aluminum flatbed by Ranch Armor ,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-aluminum-flatbed,,,,,,,,,5 Foot (+ $1000),,,None (standard),,,Add (+ $2000),,,63502.9318,,0,deny,manual,7299,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Polaris_Ranger_1000_Outfit_by_Ranch_Armor_featuring_aluminum_flatbed.jpg?v=1764089579,8,Polaris Ranger 1000 Outfit by Ranch Armor featuring aluminum flatbed ,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-aluminum-flatbed,,,,,,,,,5 Foot (+ $1000),,,Add 4 Foot Side Rails (+ $950),,,None (standard),,,63502.9318,,0,deny,manual,6249,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-aluminum-flatbed,,,,,,,,,5 Foot (+ $1000),,,Add 4 Foot Side Rails (+ $950),,,Add (+ $2000),,,63502.9318,,0,deny,manual,8249,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-aluminum-flatbed,,,,,,,,,5 Foot (+ $1000),,,Add 5 Foot Side Rails (+ $1250),,,None (standard),,,63502.9318,,0,deny,manual,6549,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-aluminum-flatbed,,,,,,,,,5 Foot (+ $1000),,,Add 5 Foot Side Rails (+ $1250),,,Add (+ $2000),,,63502.9318,,0,deny,manual,8549,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
